reference_path,query_path,label,pair_type,writer_id_ref,writer_id_query
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_17.png,0,random_forgery,11,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_17.png,0,skilled_forgery,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_12_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_12_22.png,1,genuine_genuine,12,12
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_20.png,1,genuine_genuine,7,7
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_15.png,0,random_forgery,11,1
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_7.png,1,genuine_genuine,30,30
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_7_20.png,0,skilled_forgery,7,7
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_1_17.png,0,skilled_forgery,1,1
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_11.png,0,random_forgery,1,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_9.png,1,genuine_genuine,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_1.png,0,random_forgery,22,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_7.png,1,genuine_genuine,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_23.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_10_14.png,0,skilled_forgery,10,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_26_11.png,0,random_forgery,4,26
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_7.png,1,genuine_genuine,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_9.png,0,random_forgery,49,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_28_6.png,0,skilled_forgery,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_6.png,1,genuine_genuine,53,53
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_24_7.png,0,skilled_forgery,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_7_3.png,0,skilled_forgery,7,7
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_21.png,0,random_forgery,19,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_9.png,0,random_forgery,25,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_13.png,0,skilled_forgery,16,16
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_24.png,1,genuine_genuine,10,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_45_3.png,0,skilled_forgery,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_45_23.png,0,skilled_forgery,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_34_3.png,0,skilled_forgery,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_29_5.png,0,skilled_forgery,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_5.png,0,skilled_forgery,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_7.png,1,genuine_genuine,46,46
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_26_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_26_7.png,0,skilled_forgery,26,26
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_38_22.png,0,skilled_forgery,38,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_7.png,1,genuine_genuine,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_2.png,0,skilled_forgery,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_38_4.png,0,skilled_forgery,38,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_22.png,1,genuine_genuine,47,47
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_14.png,0,skilled_forgery,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_4.png,1,genuine_genuine,17,17
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_23.png,1,genuine_genuine,11,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_24_17.png,0,skilled_forgery,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_12.png,0,random_forgery,30,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_19.png,0,skilled_forgery,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_9.png,0,random_forgery,53,37
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_39_9.png,0,skilled_forgery,39,39
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_13.png,0,skilled_forgery,53,53
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_18_19.png,0,skilled_forgery,18,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_10.png,0,random_forgery,38,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_3.png,1,genuine_genuine,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_4.png,1,genuine_genuine,4,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_10_11.png,0,skilled_forgery,10,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_24.png,0,random_forgery,34,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_21.png,0,skilled_forgery,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_6.png,0,random_forgery,16,43
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_20.png,1,genuine_genuine,39,39
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_23.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_12.png,0,random_forgery,11,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_40_17.png,0,skilled_forgery,40,40
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_11.png,0,random_forgery,17,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_34_17.png,0,skilled_forgery,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_5.png,1,genuine_genuine,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_18.png,1,genuine_genuine,39,39
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_12_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_9.png,0,random_forgery,12,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_18.png,0,random_forgery,47,30
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_14.png,1,genuine_genuine,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_23.png,0,random_forgery,36,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_2.png,1,genuine_genuine,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_43_14.png,0,skilled_forgery,43,43
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_21.png,0,random_forgery,51,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_18_11.png,0,skilled_forgery,18,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_39_21.png,0,skilled_forgery,39,39
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_5.png,1,genuine_genuine,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_4_2.png,0,skilled_forgery,4,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_1.png,0,skilled_forgery,53,53
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_4.png,1,genuine_genuine,10,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_15.png,1,genuine_genuine,10,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_31_12.png,0,skilled_forgery,31,31
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_17.png,0,random_forgery,24,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_24.png,1,genuine_genuine,53,53
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_21.png,0,random_forgery,38,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_20.png,1,genuine_genuine,21,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_5_4.png,0,skilled_forgery,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_1.png,0,skilled_forgery,21,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_3.png,1,genuine_genuine,25,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_24.png,0,skilled_forgery,25,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_22.png,1,genuine_genuine,43,43
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_24_14.png,0,skilled_forgery,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_19.png,1,genuine_genuine,43,43
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_8.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_19_2.png,0,skilled_forgery,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_11_15.png,0,skilled_forgery,11,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_20.png,1,genuine_genuine,46,46
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_40_3.png,0,skilled_forgery,40,40
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_9.png,0,random_forgery,51,37
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_18.png,1,genuine_genuine,47,47
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_51_7.png,0,skilled_forgery,51,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_8.png,1,genuine_genuine,38,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_36_11.png,0,skilled_forgery,36,36
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_31_7.png,0,skilled_forgery,31,31
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_29_2.png,0,skilled_forgery,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_3_10.png,0,skilled_forgery,3,3
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_23.png,1,genuine_genuine,46,46
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_28_2.png,0,skilled_forgery,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_51_15.png,0,skilled_forgery,51,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_10.png,1,genuine_genuine,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_16.png,1,genuine_genuine,16,16
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_45_4.png,0,skilled_forgery,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_17_5.png,0,skilled_forgery,17,17
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_17_15.png,0,skilled_forgery,17,17
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_7_17.png,0,skilled_forgery,7,7
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_2.png,1,genuine_genuine,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_5.png,1,genuine_genuine,36,36
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_7.png,0,skilled_forgery,30,30
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_37_19.png,0,skilled_forgery,37,37
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_24.png,1,genuine_genuine,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_9.png,0,skilled_forgery,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_28_8.png,0,skilled_forgery,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_9.png,1,genuine_genuine,40,40
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_2.png,1,genuine_genuine,4,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_5_18.png,0,skilled_forgery,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_18.png,1,genuine_genuine,51,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_15.png,0,skilled_forgery,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_10_13.png,0,skilled_forgery,10,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_24.png,1,genuine_genuine,47,47
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_21.png,1,genuine_genuine,39,39
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_23.png,1,genuine_genuine,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_5_17.png,0,skilled_forgery,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_8.png,0,skilled_forgery,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_12_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_12_1.png,0,skilled_forgery,12,12
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_14.png,1,genuine_genuine,53,53
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_22.png,1,genuine_genuine,36,36
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_22.png,0,random_forgery,7,46
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_2.png,1,genuine_genuine,49,49
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_43_13.png,0,skilled_forgery,43,43
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_17.png,0,random_forgery,7,17
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_21.png,0,random_forgery,36,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_6.png,1,genuine_genuine,4,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_19_13.png,0,skilled_forgery,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_13.png,1,genuine_genuine,7,7
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_11_19.png,0,skilled_forgery,11,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_23.png,1,genuine_genuine,4,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_5_9.png,0,skilled_forgery,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_8.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_9.png,1,genuine_genuine,53,53
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_4_17.png,0,skilled_forgery,4,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_5.png,1,genuine_genuine,37,37
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_7.png,1,genuine_genuine,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_22.png,1,genuine_genuine,7,7
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_3.png,1,genuine_genuine,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_21.png,0,skilled_forgery,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_5.png,0,skilled_forgery,16,16
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_8.png,1,genuine_genuine,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_8.png,1,genuine_genuine,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_26_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_26_15.png,0,skilled_forgery,26,26
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_6.png,1,genuine_genuine,30,30
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_17.png,0,random_forgery,25,24
